,SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID,brand,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss,predicted_premium
501,0,22-SEP-22,22-SEP-23,2022,1204,310311.58,7189.28,5000000501,2016,5,0,轿车,1200.0,丰田,公务,0.0,品牌C,92.9,56.29,0.136041,0.238301,7.77,0.069828,0,0.0,0.0,0,1,0.0,1161.91
502,0,13-JAN-23,13-JAN-24,2023,1205,356981.06,7702.73,5000000502,2017,3,7,客车,3600.0,吉利,自用货物,15307.27,品牌A,92.86,0.0,0.032663,0.062484,6.95,0.047685,0,86.71,6218.57,1,1,2223.27,4925.75
503,0,23-DEC-23,22-DEC-24,2023,1204,297304.72,8083.51,5000000503,2018,5,0,MPV,2500.0,比亚迪,公务,32543.33,品牌D,58.4,89.86,0.176519,0.074758,6.5,0.003433,0,0.0,0.0,1,1,7011.2,2479.09
504,0,22-MAR-24,22-MAR-25,2024,1206,323909.08,4711.37,5000000504,2014,3,6,货车,2800.0,奔驰,租赁,34758.43,品牌C,52.87,87.73,0.007608,0.189084,6.12,0.034859,0,0.0,0.0,1,1,10307.89,4599.32
505,0,10-NOV-22,10-NOV-23,2022,1204,146579.18,2325.13,5000000505,2014,5,0,轿车,2300.0,别克,自用货物,0.0,品牌C,67.72,17.73,0.039463,0.087309,4.82,0.16179,0,40.55,4267.99,0,1,0.0,1101.77
506,1,25-APR-23,24-APR-24,2023,1201,196097.39,2253.29,5000000506,2020,4,6,客车,4400.0,别克,自用货物,0.0,品牌C,52.64,40.14,0.059564,0.22355,8.18,0.151084,0,30.68,6220.03,1,1,0.0,4551.45
507,1,21-AUG-22,21-AUG-23,2022,1203,468147.34,5124.18,5000000507,2016,7,0,轿车,3400.0,宝马,公务,0.0,品牌A,37.08,0.0,0.103628,0.280272,7.63,0.135571,0,65.38,1883.01,1,1,0.0,1803.89
508,1,15-AUG-22,15-AUG-23,2022,1201,210684.63,5546.88,5000000508,2014,5,0,轿车,1600.0,丰田,自用货物,0.0,品牌A,50.39,0.0,0.165514,0.168834,9.98,0.088529,0,57.21,6612.44,1,1,0.0,1032.95
509,0,29-NOV-22,29-NOV-23,2022,1201,261673.94,7486.99,5000000509,2019,4,5,皮卡,4000.0,宝马,家用,0.0,品牌D,56.14,67.22,0.024127,0.260751,0.96,0.072108,0,0.0,0.0,0,1,0.0,952.65
510,1,31-AUG-23,30-AUG-24,2023,1205,340807.27,9003.87,5000000510,2019,4,4,货车,4700.0,别克,商用,0.0,品牌E,83.02,0.0,0.056022,0.010022,5.13,0.018036,0,0.0,0.0,0,1,0.0,5083.04
511,0,18-APR-23,17-APR-24,2023,1206,183321.0,4106.05,5000000511,2017,4,0,SUV,1100.0,奔驰,商用,0.0,品牌B,72.85,0.0,0.175031,0.24728,5.44,0.003997,0,35.89,3507.85,1,1,0.0,2409.47
512,0,04-MAY-24,04-MAY-25,2024,1206,474128.93,3907.5,5000000512,2021,7,0,轿车,2400.0,丰田,自用货物,34067.42,品牌D,70.29,42.77,0.110933,0.123777,7.13,0.026695,1,30.47,6361.78,0,1,15402.98,2348.55
513,1,17-DEC-23,16-DEC-24,2023,1205,96537.1,1877.13,5000000513,2023,4,0,轿车,2200.0,奔驰,公务,37637.56,品牌B,42.09,0.0,0.094476,0.055773,4.4,0.145181,0,0.0,0.0,0,1,17771.2,2076.04
514,1,30-JUN-23,29-JUN-24,2023,1206,275972.61,7997.83,5000000514,2014,4,0,SUV,2900.0,别克,自用货物,15148.25,品牌A,43.15,0.0,0.0159,0.174524,4.46,0.130181,1,43.29,6787.57,0,1,8222.51,2576.92
515,1,27-JUL-23,26-JUL-24,2023,1201,50043.25,395.25,5000000515,2014,3,15,皮卡,3100.0,宝马,租赁,0.0,品牌E,64.77,0.0,0.110295,0.152299,0.19,0.019782,1,87.67,5513.61,1,1,0.0,928.32
516,0,14-SEP-23,13-SEP-24,2023,1201,381355.86,7054.5,5000000516,2013,7,0,SUV,3100.0,比亚迪,家用,0.0,品牌B,73.65,0.0,0.064881,0.002403,4.46,0.120518,0,0.0,0.0,0,1,0.0,2037.79
517,1,11-DEC-22,11-DEC-23,2022,1204,414842.3,12430.31,5000000517,2019,2,19,客车,5700.0,本田,租赁,0.0,品牌E,75.09,0.0,0.022212,0.201463,0.51,0.019073,0,0.0,0.0,1,1,0.0,8999.74
518,0,17-JUN-23,16-JUN-24,2023,1205,445166.19,2928.27,5000000518,2020,7,0,轿车,2400.0,别克,自用货物,0.0,品牌B,51.79,0.0,0.185177,0.236908,8.18,0.135804,0,0.0,0.0,0,1,0.0,1785.24
519,0,16-APR-23,15-APR-24,2023,1205,99008.34,699.79,5000000519,2015,3,14,客车,2600.0,大众,商用,26317.1,品牌B,76.93,0.0,0.161396,0.11577,1.8,0.069011,0,0.0,0.0,1,1,9489.62,5698.65
520,0,12-FEB-24,11-FEB-25,2024,1203,173598.05,3976.57,5000000520,2015,3,12,客车,5600.0,大众,商用,0.0,品牌E,34.69,0.0,0.155665,0.132879,2.88,0.135495,0,64.58,4113.03,0,1,0.0,4946.76
521,1,25-JUN-23,24-JUN-24,2023,1202,188615.99,4682.78,5000000521,2023,3,13,货车,5100.0,奥迪,商用,0.0,品牌B,35.67,0.0,0.117278,0.218665,5.7,0.005993,1,52.74,4584.64,0,1,0.0,6361.35
522,1,28-SEP-22,28-SEP-23,2022,1206,204761.93,3584.67,5000000522,2013,4,0,MPV,2300.0,比亚迪,租赁,0.0,品牌E,54.69,0.0,0.07101,0.181736,3.15,0.078465,0,59.99,2346.9,1,1,0.0,2412.89
523,0,16-JAN-24,15-JAN-25,2024,1206,373093.18,10378.92,5000000523,2022,4,12,客车,4800.0,比亚迪,公务,0.0,品牌E,36.2,0.0,0.057584,0.194557,6.33,0.05891,0,0.0,0.0,0,1,0.0,5099.81
524,1,07-SEP-23,06-SEP-24,2023,1205,193558.78,4574.44,5000000524,2017,3,3,货车,2700.0,长安,家用,0.0,品牌E,79.65,0.0,0.032871,0.031851,5.66,0.004927,0,85.74,4097.02,0,1,0.0,2482.8
525,1,30-SEP-23,29-SEP-24,2023,1204,224249.51,5614.58,5000000525,2014,2,4,客车,2800.0,吉利,租赁,44491.91,品牌C,79.44,72.86,0.013831,0.110215,2.78,0.097847,0,0.0,0.0,0,1,8067.98,6632.4
526,1,26-FEB-23,26-FEB-24,2023,1201,54936.71,1637.13,5000000526,2023,4,12,货车,2600.0,别克,家用,0.0,品牌E,70.8,0.0,0.146631,0.292183,0.17,0.115555,0,0.0,0.0,1,1,0.0,3284.0
527,1,25-SEP-23,24-SEP-24,2023,1205,153492.83,2980.77,5000000527,2022,2,10,客车,2500.0,吉利,商用,0.0,品牌B,94.96,0.0,0.168652,0.293927,3.82,0.063119,0,0.0,0.0,0,1,0.0,6806.33
528,0,05-SEP-23,04-SEP-24,2023,1205,459502.03,12869.72,5000000528,2022,4,0,轿车,2100.0,大众,公务,0.0,品牌C,37.47,69.16,0.044343,0.176725,1.16,0.164296,0,0.0,0.0,0,1,0.0,1868.95
529,1,15-SEP-23,14-SEP-24,2023,1206,375718.92,6130.83,5000000529,2018,7,0,SUV,1000.0,长安,自用货物,15586.08,品牌C,38.81,58.21,0.08442,0.197332,0.63,0.103383,0,34.64,3115.85,0,1,12797.78,2449.76
530,1,24-DEC-22,24-DEC-23,2022,1203,333045.41,3751.43,5000000530,2013,7,0,MPV,1200.0,长安,商用,0.0,品牌E,73.38,0.0,0.065383,0.128122,4.91,0.016071,0,80.0,4615.96,0,1,0.0,1775.29
531,1,02-MAR-23,01-MAR-24,2023,1204,53734.76,629.71,5000000531,2021,3,12,客车,5200.0,别克,自用货物,12986.98,品牌A,65.96,0.0,0.187805,0.191161,2.04,0.088312,1,47.38,6888.31,0,1,1206.61,6312.92
532,1,21-JUN-22,21-JUN-23,2022,1203,248178.51,4840.2,5000000532,2013,3,2,皮卡,4900.0,吉利,商用,0.0,品牌D,79.12,31.36,0.065441,0.063391,1.16,0.019355,0,0.0,0.0,0,1,0.0,977.62
533,0,21-FEB-23,21-FEB-24,2023,1206,441052.39,3041.56,5000000533,2020,2,4,皮卡,3000.0,别克,商用,0.0,品牌D,79.4,99.48,0.140403,0.235162,0.04,0.148212,0,0.0,0.0,1,1,0.0,1515.67
534,0,14-OCT-23,13-OCT-24,2023,1201,232741.93,6453.98,5000000534,2013,2,2,货车,5900.0,比亚迪,公务,1353.44,品牌B,86.78,0.0,0.09473,0.02478,6.95,0.0107,0,0.0,0.0,1,1,16600.43,3267.58
535,0,07-SEP-23,06-SEP-24,2023,1204,200038.87,2331.53,5000000535,2019,4,0,SUV,3500.0,奥迪,家用,0.0,品牌D,89.62,71.47,0.187542,0.175206,4.89,0.164295,0,34.9,1896.94,0,1,0.0,2814.01
536,0,17-FEB-23,17-FEB-24,2023,1204,134800.47,2180.69,5000000536,2013,4,0,轿车,1900.0,别克,商用,37788.04,品牌D,33.17,25.8,0.05559,0.103095,5.41,0.190345,0,0.0,0.0,1,1,9313.65,1691.26
537,1,04-MAR-23,03-MAR-24,2023,1206,494732.09,10734.63,5000000537,2017,7,0,MPV,3500.0,宝马,家用,0.0,品牌A,50.36,0.0,0.151777,0.051916,9.74,0.194262,0,0.0,0.0,0,1,0.0,2300.38
538,1,12-AUG-22,12-AUG-23,2022,1206,272914.33,2395.13,5000000538,2022,2,16,客车,5800.0,大众,公务,0.0,品牌E,75.37,0.0,0.068149,0.083203,6.3,0.102952,0,69.12,6291.87,0,1,0.0,5840.43
539,1,19-OCT-22,19-OCT-23,2022,1203,228122.96,2949.64,5000000539,2012,3,11,客车,5200.0,吉利,家用,0.0,品牌B,46.65,0.0,0.156271,0.001556,8.84,0.194796,1,78.72,2979.08,1,1,0.0,3099.95
540,1,20-JAN-24,19-JAN-25,2024,1202,147703.15,2063.88,5000000540,2016,4,17,货车,5600.0,吉利,租赁,10534.61,品牌E,91.69,0.0,0.023344,0.097632,7.12,0.057357,0,68.14,1988.31,0,1,12518.52,6298.75
541,0,28-FEB-24,27-FEB-25,2024,1206,198673.28,2819.3,5000000541,2020,5,0,轿车,1900.0,吉利,租赁,0.0,品牌E,60.51,0.0,0.177153,0.023595,2.49,0.014465,0,86.07,4008.76,0,1,0.0,2311.37
542,1,31-DEC-23,30-DEC-24,2023,1201,243138.18,5350.04,5000000542,2021,5,0,MPV,2100.0,别克,商用,26515.35,品牌A,85.78,0.0,0.093071,0.123389,4.18,0.123746,0,0.0,0.0,0,1,15595.42,3876.48
543,0,25-DEC-22,25-DEC-23,2022,1202,303331.21,3182.78,5000000543,2015,7,0,SUV,1800.0,比亚迪,自用货物,0.0,品牌E,94.08,0.0,0.144152,0.233537,7.22,0.125023,0,82.81,1869.92,1,1,0.0,1901.78
544,1,11-MAR-24,11-MAR-25,2024,1201,280502.46,5348.96,5000000544,2022,3,6,皮卡,2000.0,吉利,租赁,0.0,品牌A,88.24,0.0,0.108114,0.262539,7.27,0.032164,1,62.35,4676.49,1,1,0.0,1657.6
545,0,07-NOV-23,06-NOV-24,2023,1202,389453.27,7106.41,5000000545,2016,3,6,货车,4800.0,别克,公务,18618.37,品牌E,95.23,0.0,0.040759,0.27913,3.39,0.058057,0,36.38,4924.34,0,1,17716.38,3853.3
546,1,15-JUL-23,14-JUL-24,2023,1205,260123.56,6034.59,5000000546,2016,5,0,SUV,2000.0,比亚迪,租赁,46190.61,品牌D,68.98,12.79,0.013696,0.1561,3.06,0.067649,0,0.0,0.0,1,1,1956.47,4308.25
547,1,20-FEB-24,19-FEB-25,2024,1204,217832.74,2087.69,5000000547,2021,3,3,客车,2700.0,比亚迪,自用货物,0.0,品牌E,49.13,0.0,0.183727,0.13018,7.62,0.156967,1,62.64,2826.45,0,1,0.0,4156.47
548,0,01-JUN-23,31-MAY-24,2023,1204,244034.52,5440.08,5000000548,2020,4,17,货车,5700.0,比亚迪,商用,0.0,品牌D,73.45,93.04,0.074807,0.258269,3.74,0.12961,1,31.84,4077.59,1,1,0.0,5696.38
549,0,27-OCT-23,26-OCT-24,2023,1204,280461.18,1665.44,5000000549,2020,3,19,货车,4200.0,别克,商用,0.0,品牌B,90.82,0.0,0.011065,0.121669,8.97,0.041541,1,43.55,3701.23,0,1,0.0,5114.51
550,1,16-JAN-23,16-JAN-24,2023,1205,442215.23,6687.91,5000000550,2015,2,4,客车,4800.0,长安,自用货物,39585.59,品牌C,33.36,24.85,0.14854,0.14918,3.48,0.195202,0,0.0,0.0,1,1,12229.26,4756.71
551,1,26-JUN-23,25-JUN-24,2023,1203,389871.61,3926.04,5000000551,2018,4,0,MPV,2900.0,吉利,租赁,0.0,品牌E,66.52,0.0,0.10125,0.188551,3.39,0.00463,0,0.0,0.0,1,1,0.0,3613.8
552,0,11-OCT-22,11-OCT-23,2022,1202,227051.33,5604.56,5000000552,2022,7,0,MPV,1700.0,吉利,租赁,0.0,品牌A,97.61,0.0,0.138781,0.239619,0.9,0.19701,1,47.62,2751.19,0,1,0.0,3648.08
553,1,06-JUN-23,05-JUN-24,2023,1205,55906.67,1542.41,5000000553,2015,2,12,皮卡,4700.0,奔驰,自用货物,0.0,品牌E,33.9,0.0,0.168706,0.226728,9.55,0.146735,0,86.87,4693.09,0,1,0.0,559.52
554,0,12-SEP-23,11-SEP-24,2023,1206,328785.63,5153.09,5000000554,2020,5,0,轿车,2600.0,比亚迪,家用,0.0,品牌A,41.52,0.0,0.193451,0.039559,2.5,0.029432,0,0.0,0.0,0,1,0.0,1719.08
555,0,15-NOV-22,15-NOV-23,2022,1201,429118.46,6390.7,5000000555,2018,4,16,皮卡,5700.0,大众,家用,0.0,品牌E,37.51,0.0,0.099329,0.214486,4.1,0.097236,0,57.74,2490.94,1,1,0.0,1084.62
556,0,12-JUN-22,12-JUN-23,2022,1201,408262.85,7337.82,5000000556,2022,3,14,皮卡,2300.0,大众,自用货物,0.0,品牌C,84.75,68.41,0.010061,0.066284,6.57,0.068074,0,0.0,0.0,1,1,0.0,1221.09
557,1,13-JUN-23,12-JUN-24,2023,1203,402625.03,11458.39,5000000557,2014,3,18,货车,2300.0,宝马,自用货物,0.0,品牌D,30.32,87.67,0.043787,0.102048,2.78,0.053055,0,87.4,7068.21,1,1,0.0,2205.01
558,0,24-DEC-22,24-DEC-23,2022,1202,385563.77,9493.09,5000000558,2019,4,4,货车,4200.0,丰田,公务,0.0,品牌C,70.51,24.59,0.022043,0.174082,4.32,0.181986,0,79.93,1895.8,1,1,0.0,3554.23
559,0,19-JAN-24,18-JAN-25,2024,1202,433312.21,5432.96,5000000559,2020,7,0,MPV,3200.0,宝马,商用,0.0,品牌B,58.45,0.0,0.015382,0.060585,4.09,0.002177,0,37.01,2759.09,1,1,0.0,3421.35
560,0,24-JAN-24,23-JAN-25,2024,1204,281375.12,1586.8,5000000560,2014,2,16,货车,4900.0,本田,自用货物,0.0,品牌B,63.0,0.0,0.119913,0.162632,0.58,0.036455,0,0.0,0.0,1,1,0.0,2403.84
561,1,26-MAY-22,26-MAY-23,2022,1203,356216.82,2593.99,5000000561,2015,5,0,轿车,1500.0,吉利,自用货物,0.0,品牌E,85.73,0.0,0.135104,0.017303,4.24,0.118319,1,47.0,4718.53,0,1,0.0,1217.1
562,0,06-AUG-22,06-AUG-23,2022,1206,234703.77,6654.12,5000000562,2013,4,0,轿车,2900.0,吉利,自用货物,0.0,品牌E,74.47,0.0,0.016701,0.182508,9.52,0.037464,0,0.0,0.0,0,1,0.0,1236.63
563,1,01-MAR-23,29-FEB-24,2023,1203,128686.52,2405.71,5000000563,2016,3,6,皮卡,3300.0,本田,公务,0.0,品牌E,62.09,0.0,0.000337,0.134656,1.06,0.048511,1,78.81,6623.53,0,1,0.0,667.91
564,0,02-JAN-24,01-JAN-25,2024,1201,468062.64,7372.17,5000000564,2020,4,12,皮卡,4800.0,奥迪,租赁,0.0,品牌B,96.64,0.0,0.097792,0.051425,0.87,0.148727,0,30.87,6681.62,0,1,0.0,1695.41
565,1,06-APR-24,06-APR-25,2024,1201,151120.53,3673.78,5000000565,2015,4,0,MPV,1700.0,本田,家用,0.0,品牌E,84.95,0.0,0.123844,0.103124,0.58,0.168538,0,36.15,3298.4,0,1,0.0,1208.14
566,1,23-MAY-23,22-MAY-24,2023,1202,383868.67,10124.27,5000000566,2014,7,0,轿车,1600.0,比亚迪,商用,2359.89,品牌B,45.8,0.0,0.114301,0.149961,8.33,0.005186,1,58.17,3476.09,1,1,6643.16,2023.16
567,0,14-DEC-22,14-DEC-23,2022,1201,329829.57,4811.38,5000000567,2019,2,5,客车,2800.0,大众,公务,40828.28,品牌C,37.31,28.61,0.060745,0.236407,6.68,0.089537,0,0.0,0.0,0,1,14964.32,5558.55
568,0,22-JUN-22,22-JUN-23,2022,1206,369456.59,10318.66,5000000568,2012,2,2,皮卡,5900.0,长安,自用货物,0.0,品牌C,33.47,53.81,0.188603,0.234441,8.52,0.006246,0,0.0,0.0,1,1,0.0,815.48
569,1,20-FEB-23,20-FEB-24,2023,1203,194736.79,5452.84,5000000569,2013,5,0,SUV,2600.0,长安,商用,0.0,品牌C,56.99,67.21,0.169425,0.084824,2.43,0.19533,0,0.0,0.0,1,1,0.0,2508.95
570,1,22-SEP-22,22-SEP-23,2022,1206,301837.14,2015.78,5000000570,2013,2,17,客车,4300.0,奔驰,自用货物,29436.28,品牌A,48.52,0.0,0.129942,0.035511,2.44,0.009861,0,41.16,6501.94,0,1,17205.35,4185.82
571,1,20-AUG-23,19-AUG-24,2023,1203,122848.94,912.48,5000000571,2019,4,15,皮卡,5600.0,大众,租赁,0.0,品牌E,84.97,0.0,0.011564,0.167157,8.17,0.047797,1,42.28,5366.26,0,1,0.0,1343.29
572,1,28-NOV-23,27-NOV-24,2023,1203,140508.24,2381.26,5000000572,2022,4,0,SUV,3200.0,宝马,租赁,0.0,品牌C,35.1,18.23,0.045371,0.202419,6.22,0.14622,0,0.0,0.0,1,1,0.0,5652.79
573,1,08-JUN-23,07-JUN-24,2023,1203,81777.84,680.84,5000000573,2020,3,14,皮卡,5000.0,别克,租赁,0.0,品牌A,97.7,0.0,0.061585,0.082056,4.49,0.016387,0,0.0,0.0,0,1,0.0,1377.24
574,0,22-JUN-22,22-JUN-23,2022,1205,288077.04,4194.88,5000000574,2016,7,0,SUV,2900.0,比亚迪,家用,0.0,品牌B,88.58,0.0,0.011378,0.022753,9.76,0.072111,0,63.45,3022.89,0,1,0.0,2383.34
575,1,28-JUL-22,28-JUL-23,2022,1203,257842.86,1861.72,5000000575,2012,3,1,客车,5300.0,长安,家用,32987.29,品牌B,50.82,0.0,0.131567,0.153323,1.07,0.132617,0,0.0,0.0,1,1,14526.59,4070.95
576,1,08-JUN-23,07-JUN-24,2023,1205,73042.66,1169.33,5000000576,2023,4,0,MPV,1200.0,本田,自用货物,0.0,品牌D,49.42,71.73,0.131858,0.034642,7.2,0.131251,0,0.0,0.0,0,1,0.0,1699.93
577,1,12-MAY-24,12-MAY-25,2024,1204,75688.92,1166.53,5000000577,2015,4,0,轿车,2200.0,别克,商用,0.0,品牌C,49.29,47.18,0.027927,0.147727,9.94,0.002123,0,0.0,0.0,0,1,0.0,1413.8
578,0,21-NOV-22,21-NOV-23,2022,1201,331081.18,6160.89,5000000578,2018,3,3,货车,4400.0,大众,商用,11137.26,品牌E,98.89,0.0,0.191388,0.189778,8.75,0.13663,0,33.75,6843.35,1,1,6612.99,6414.52
579,1,23-FEB-23,23-FEB-24,2023,1201,397828.78,3610.7,5000000579,2023,7,0,SUV,1300.0,别克,租赁,0.0,品牌E,50.55,0.0,0.111747,0.283511,5.7,0.063932,1,38.06,6194.63,1,1,0.0,4440.91
580,1,21-OCT-23,20-OCT-24,2023,1204,70388.88,583.61,5000000580,2013,7,0,SUV,3200.0,长安,公务,4900.26,品牌D,61.33,23.84,0.046949,0.13764,1.67,0.121269,0,0.0,0.0,1,1,12388.59,2261.64
581,0,14-JUL-22,14-JUL-23,2022,1202,225321.7,6711.99,5000000581,2014,7,0,SUV,1800.0,吉利,商用,43693.7,品牌B,89.09,0.0,0.131682,0.211662,0.96,0.184429,0,0.0,0.0,0,1,13411.06,3243.06
582,0,07-MAR-24,07-MAR-25,2024,1204,499111.26,10446.34,5000000582,2015,5,0,MPV,1200.0,宝马,商用,0.0,品牌B,30.17,0.0,0.123821,0.1723,9.97,0.096445,0,0.0,0.0,1,1,0.0,1944.68
583,0,18-JAN-24,17-JAN-25,2024,1204,473284.64,5665.3,5000000583,2024,2,12,货车,4000.0,奔驰,公务,0.0,品牌E,32.01,0.0,0.056242,0.201452,0.14,0.023323,0,56.4,4387.23,1,1,0.0,4158.15
584,0,08-FEB-23,08-FEB-24,2023,1201,101513.4,605.41,5000000584,2013,4,1,货车,4300.0,别克,商用,25116.72,品牌E,67.26,0.0,0.156284,0.258594,8.33,0.079979,0,0.0,0.0,1,1,13144.74,4098.64
585,0,19-JUL-23,18-JUL-24,2023,1205,491601.82,3672.17,5000000585,2013,4,7,皮卡,5600.0,大众,商用,0.0,品牌C,37.01,28.3,0.169647,0.25518,3.46,0.166887,1,76.27,4115.96,0,1,0.0,1177.17
586,0,08-MAR-24,08-MAR-25,2024,1205,240351.0,3564.15,5000000586,2016,4,0,轿车,1600.0,奔驰,自用货物,0.0,品牌D,36.35,87.06,0.020012,0.298899,9.19,0.129559,0,0.0,0.0,0,1,0.0,1063.21
587,1,02-JUN-22,02-JUN-23,2022,1201,281394.65,7307.77,5000000587,2019,4,0,轿车,1200.0,本田,自用货物,0.0,品牌E,60.63,0.0,0.088371,0.204669,9.75,0.184468,0,0.0,0.0,1,1,0.0,1302.92
588,0,02-APR-23,01-APR-24,2023,1202,194777.59,5462.34,5000000588,2021,4,10,皮卡,4500.0,宝马,家用,0.0,品牌C,87.59,62.58,0.055962,0.05589,5.22,0.05642,0,0.0,0.0,0,1,0.0,923.89
589,1,08-SEP-23,07-SEP-24,2023,1206,306457.23,8321.33,5000000589,2023,4,0,SUV,1400.0,丰田,家用,0.0,品牌A,84.09,0.0,0.159861,0.245548,0.2,0.093308,0,89.14,3197.31,1,1,0.0,2526.67
590,0,22-JAN-24,21-JAN-25,2024,1204,344817.72,9409.86,5000000590,2019,7,0,MPV,3200.0,丰田,家用,0.0,品牌C,88.42,72.47,0.105149,0.218835,4.61,0.050594,1,76.99,6878.45,0,1,0.0,2174.81
591,0,26-JUN-23,25-JUN-24,2023,1204,399121.8,3523.99,5000000591,2023,3,15,货车,5600.0,比亚迪,家用,0.0,品牌C,84.94,91.35,0.100527,0.017516,5.46,0.056479,0,0.0,0.0,0,1,0.0,4593.86
592,0,11-SEP-22,11-SEP-23,2022,1201,343826.27,7786.59,5000000592,2022,4,0,轿车,3000.0,丰田,租赁,0.0,品牌D,42.09,91.48,0.028386,0.00242,6.75,0.19105,1,87.88,5810.8,1,1,0.0,3645.3
593,0,15-OCT-23,14-OCT-24,2023,1202,249623.55,2490.98,5000000593,2016,7,0,SUV,1100.0,别克,商用,0.0,品牌A,94.52,0.0,0.196698,0.278361,7.65,0.07828,0,0.0,0.0,1,1,0.0,2334.86
594,0,15-MAR-24,15-MAR-25,2024,1206,104766.38,1572.21,5000000594,2020,5,0,MPV,2200.0,大众,自用货物,0.0,品牌C,33.79,30.76,0.08526,0.287608,4.04,0.039443,0,0.0,0.0,0,1,0.0,1725.71
595,0,17-OCT-22,17-OCT-23,2022,1203,436508.12,4173.49,5000000595,2015,3,13,客车,4400.0,长安,家用,0.0,品牌B,72.21,0.0,0.128484,0.160686,8.89,0.152048,0,73.61,2331.0,0,1,0.0,3819.3
596,0,04-OCT-22,04-OCT-23,2022,1201,339252.64,6704.76,5000000596,2020,7,0,轿车,1300.0,别克,自用货物,0.0,品牌C,71.42,66.18,0.101066,0.207868,5.89,0.130217,0,0.0,0.0,0,1,0.0,1449.38
597,1,12-JAN-23,12-JAN-24,2023,1203,160912.3,3930.33,5000000597,2013,2,12,皮卡,4100.0,吉利,租赁,0.0,品牌C,46.89,63.82,0.007769,0.148426,4.07,0.078406,0,0.0,0.0,0,1,0.0,982.13
598,1,07-DEC-23,06-DEC-24,2023,1202,215473.11,1467.31,5000000598,2013,5,0,SUV,2900.0,大众,商用,24627.73,品牌D,60.82,61.67,0.099008,0.04394,1.05,0.142019,0,36.56,3250.79,1,1,19587.01,3434.41
599,1,26-NOV-22,26-NOV-23,2022,1202,311137.31,8121.99,5000000599,2021,7,0,轿车,1300.0,奥迪,自用货物,32575.41,品牌B,48.82,0.0,0.172487,0.008069,4.77,0.143585,0,34.26,3636.34,1,1,3252.46,1918.67
600,0,09-OCT-23,08-OCT-24,2023,1206,353142.88,3570.94,5000000600,2015,2,19,客车,4800.0,奥迪,自用货物,0.0,品牌C,60.92,96.14,0.098492,0.244924,4.48,0.10366,0,0.0,0.0,0,1,0.0,3584.78
601,0,01-NOV-22,01-NOV-23,2022,1203,432362.16,4280.71,5000000601,2015,3,3,皮卡,5700.0,宝马,公务,0.0,品牌B,76.57,0.0,0.159345,0.187493,3.61,0.195877,0,69.77,3407.97,0,1,0.0,977.66
602,0,26-DEC-23,25-DEC-24,2023,1206,395474.38,4558.83,5000000602,2016,3,16,客车,5200.0,长安,家用,0.0,品牌C,86.34,97.44,0.092574,0.215203,3.49,0.111793,0,0.0,0.0,1,1,0.0,3929.66
603,0,27-APR-23,26-APR-24,2023,1206,411596.58,5169.32,5000000603,2015,7,0,轿车,3300.0,比亚迪,家用,0.0,品牌B,61.17,0.0,0.045662,0.104683,3.89,0.131006,1,63.06,6452.36,1,1,0.0,1563.82
604,1,07-SEP-23,06-SEP-24,2023,1202,405880.78,10596.79,5000000604,2018,7,0,MPV,2800.0,丰田,公务,0.0,品牌C,85.25,81.17,0.017939,0.09112,6.84,0.185998,0,81.23,2605.17,1,1,0.0,2116.7
605,1,13-MAY-23,12-MAY-24,2023,1206,461158.18,10044.74,5000000605,2018,7,0,轿车,2500.0,大众,商用,0.0,品牌A,55.6,0.0,0.159111,0.05354,7.39,0.022395,0,75.37,6274.93,1,1,0.0,2321.95
606,1,28-MAR-24,28-MAR-25,2024,1202,172947.46,1047.14,5000000606,2022,7,0,轿车,3500.0,丰田,公务,0.0,品牌E,65.42,0.0,0.090332,0.100105,7.95,0.107029,0,86.52,5182.72,0,1,0.0,1891.69
607,1,07-MAY-23,06-MAY-24,2023,1206,167436.32,1856.06,5000000607,2020,7,0,MPV,1100.0,奔驰,家用,0.0,品牌A,83.01,0.0,0.177466,0.140399,2.86,0.078321,0,86.78,3529.16,0,1,0.0,1515.32
608,0,30-JUN-23,29-JUN-24,2023,1201,477759.83,12223.12,5000000608,2020,2,10,客车,4900.0,丰田,商用,0.0,品牌A,74.74,0.0,0.023836,0.079366,1.45,0.110846,0,0.0,0.0,1,1,0.0,7300.18
609,1,03-NOV-22,03-NOV-23,2022,1206,278004.38,2327.18,5000000609,2017,4,0,MPV,2100.0,宝马,自用货物,0.0,品牌E,72.57,0.0,0.066194,0.25878,8.21,0.036816,1,68.51,4535.18,1,1,0.0,1775.58
610,0,04-APR-24,04-APR-25,2024,1201,150142.33,761.1,5000000610,2020,7,0,MPV,1400.0,丰田,家用,0.0,品牌C,99.81,77.88,0.186865,0.283861,4.32,0.174603,0,0.0,0.0,1,1,0.0,1515.9
