SEX,INSR_BEGIN,INSR_END,EFFECTIVE_YR,INSR_TYPE,INSURED_VALUE,PREMIUM,OBJECT_ID,PROD_YEAR,SEATS_NUM,CARRYING_CAPACITY,TYPE_VEHICLE,CCM_TON,MAKE,USAGE,CLAIM_PAID,brand,average_speed,avg_daily_charges,fatigue_driving_ratio,late_night_trip_ratio,avg_late_night_trip_mileage,high_temp_driving_ratio,battery_type_lfp,initial_battery_soc,avg_charge_duration,insurance_commercial_third_party,insurance_compulsory_third_party,average_loss
0,25-SEP-22,25-SEP-23,2022,1202,65048.81,1681.67,5000000231,2022,5,0,MPV,1900.0,吉利,商用,0.0,品牌C,84.9,51.66,0.08667,0.064605,3.62,0.00247,0,0.0,0.0,0,1,0.0
0,12-AUG-22,12-AUG-23,2022,1201,186256.66,2132.5,5000000232,2017,5,0,MPV,2700.0,比亚迪,租赁,0.0,品牌D,96.12,54.18,0.057995,0.027872,1.63,0.06532,0,0.0,0.0,1,1,0.0
0,24-JUL-22,24-JUL-23,2022,1204,367289.19,9737.03,5000000233,2014,2,8,皮卡,3900.0,长安,自用货物,0.0,品牌C,83.05,63.66,0.100817,0.059394,3.55,0.12344,0,0.0,0.0,1,1,0.0
0,16-AUG-22,16-AUG-23,2022,1204,312186.57,5214.19,5000000234,2014,5,0,轿车,1300.0,宝马,商用,49910.03,品牌E,48.78,0.0,0.037716,0.142431,1.99,0.074488,0,34.2,6446.0,0,1,17703.82
0,16-NOV-22,16-NOV-23,2022,1202,116884.36,619.21,5000000235,2020,3,13,皮卡,4800.0,别克,自用货物,1045.65,品牌E,68.28,0.0,0.121442,0.138935,8.39,0.135577,0,0.0,0.0,0,1,15383.25
1,21-MAY-22,21-MAY-23,2022,1203,232923.53,1219.56,5000000236,2021,7,0,SUV,1000.0,比亚迪,自用货物,0.0,品牌E,78.61,0.0,0.167781,0.27449,5.47,0.183052,0,0.0,0.0,1,1,0.0
0,12-NOV-23,11-NOV-24,2023,1201,268864.76,6809.77,5000000237,2017,5,0,MPV,1600.0,本田,自用货物,0.0,品牌B,51.31,0.0,0.167287,0.281925,3.1,0.165443,0,0.0,0.0,0,1,0.0
1,17-JUL-22,17-JUL-23,2022,1201,70769.06,517.63,5000000238,2018,3,19,货车,5800.0,别克,自用货物,0.0,品牌A,65.9,0.0,0.138148,0.036797,0.1,0.012108,0,42.08,5452.67,1,1,0.0
0,23-OCT-22,23-OCT-23,2022,1202,171977.64,3610.61,5000000239,2015,7,0,轿车,1300.0,吉利,家用,0.0,品牌E,83.25,0.0,0.143573,0.291555,6.66,0.04439,0,0.0,0.0,1,1,0.0
0,05-JUN-23,04-JUN-24,2023,1204,388709.19,9757.14,5000000240,2016,2,14,客车,3500.0,奥迪,自用货物,10352.81,品牌D,94.48,89.39,0.072759,0.109871,8.94,0.099766,1,89.45,6037.11,1,1,14476.77
0,30-JAN-23,30-JAN-24,2023,1204,401439.38,7428.98,5000000241,2013,4,0,MPV,1800.0,奥迪,公务,49120.13,品牌B,89.87,0.0,0.097076,0.16298,1.7,0.078187,0,0.0,0.0,1,1,12267.95
0,25-AUG-23,24-AUG-24,2023,1206,91932.21,1098.93,5000000242,2023,5,0,SUV,2300.0,吉利,租赁,22776.9,品牌E,52.96,0.0,0.178675,0.009408,1.33,0.109091,0,0.0,0.0,0,1,16136.73
0,03-MAR-23,02-MAR-24,2023,1206,60629.31,568.77,5000000243,2017,2,18,客车,5700.0,比亚迪,租赁,0.0,品牌B,65.85,0.0,0.179449,0.107084,8.33,0.19429,0,0.0,0.0,0,1,0.0
1,19-JAN-24,18-JAN-25,2024,1204,425394.66,5055.53,5000000244,2022,4,7,客车,3800.0,大众,商用,0.0,品牌E,87.12,0.0,0.153969,0.144246,3.91,0.163516,0,0.0,0.0,1,1,0.0
1,30-JUL-23,29-JUL-24,2023,1205,153335.35,3434.64,5000000245,2016,2,9,客车,5500.0,比亚迪,公务,0.0,品牌B,59.17,0.0,0.192044,0.111473,1.88,0.106236,0,0.0,0.0,1,1,0.0
0,14-NOV-23,13-NOV-24,2023,1201,293958.66,1770.67,5000000246,2022,7,0,SUV,1600.0,奥迪,租赁,26150.3,品牌D,45.22,83.88,0.051389,0.127315,6.11,0.08956,0,0.0,0.0,0,1,17722.42
0,09-JUN-23,08-JUN-24,2023,1204,200753.08,2789.98,5000000247,2018,4,0,轿车,3100.0,宝马,家用,0.0,品牌B,84.92,0.0,0.16864,0.049107,4.33,0.179234,0,71.78,4195.77,0,1,0.0
1,10-OCT-22,10-OCT-23,2022,1202,105104.82,2571.46,5000000248,2021,7,0,MPV,1500.0,别克,商用,0.0,品牌E,50.22,0.0,0.065339,0.049483,4.34,0.094949,0,0.0,0.0,0,1,0.0
1,23-APR-23,22-APR-24,2023,1203,420689.15,10328.58,5000000249,2014,4,0,SUV,1400.0,丰田,租赁,0.0,品牌B,83.49,0.0,0.003753,0.207203,9.6,0.059382,0,65.88,4280.76,0,1,0.0
1,23-SEP-22,23-SEP-23,2022,1205,82400.58,2202.49,5000000250,2020,3,6,皮卡,5400.0,奔驰,公务,0.0,品牌C,96.11,76.15,0.06121,0.271776,1.11,0.142026,0,0.0,0.0,1,1,0.0
1,02-JAN-23,02-JAN-24,2023,1201,243867.81,2904.93,5000000251,2015,5,0,轿车,2500.0,大众,租赁,34419.72,品牌B,97.6,0.0,0.142667,0.170444,2.18,0.099827,0,56.65,2560.22,1,1,3790.58
0,06-JAN-24,05-JAN-25,2024,1205,298840.94,4784.81,5000000252,2019,4,0,MPV,1900.0,长安,租赁,0.0,品牌D,43.07,39.18,0.004922,0.110821,7.11,0.024512,0,0.0,0.0,0,1,0.0
1,02-JUN-22,02-JUN-23,2022,1201,159219.28,4671.22,5000000253,2021,2,10,货车,5500.0,丰田,商用,25628.71,品牌A,58.18,0.0,0.016627,0.009007,7.9,0.067397,0,68.78,5250.05,1,1,6228.97
1,21-MAY-22,21-MAY-23,2022,1205,450257.3,3919.39,5000000254,2015,4,20,货车,2900.0,吉利,商用,0.0,品牌A,55.33,0.0,0.093788,0.270393,7.49,0.139198,1,78.89,5658.86,1,1,0.0
0,15-DEC-22,15-DEC-23,2022,1202,50069.82,716.76,5000000255,2016,4,0,SUV,2100.0,丰田,自用货物,8111.67,品牌C,86.65,29.83,0.147457,0.187047,2.23,0.136478,0,0.0,0.0,0,1,11726.11
1,23-NOV-22,23-NOV-23,2022,1202,391119.34,6357.97,5000000256,2015,3,6,客车,2500.0,比亚迪,自用货物,13804.2,品牌D,65.22,88.03,0.143989,0.196922,7.64,0.141738,0,0.0,0.0,1,1,13546.39
0,18-JUN-22,18-JUN-23,2022,1201,478758.94,10796.9,5000000257,2012,4,0,轿车,1800.0,别克,商用,35425.41,品牌E,37.35,0.0,0.033154,0.121755,5.19,0.063137,1,82.97,4952.88,1,1,19666.46
1,08-OCT-22,08-OCT-23,2022,1203,407534.72,7185.81,5000000258,2012,4,0,轿车,1800.0,丰田,公务,25444.33,品牌B,67.67,0.0,0.046535,0.173513,0.31,0.101764,0,61.7,6720.14,0,1,8889.45
0,19-JUN-23,18-JUN-24,2023,1203,114262.98,1825.35,5000000259,2016,3,13,皮卡,3300.0,宝马,商用,0.0,品牌C,60.33,39.71,0.133636,0.283412,6.92,0.147165,0,0.0,0.0,1,1,0.0
0,01-FEB-24,31-JAN-25,2024,1205,95040.33,1636.32,5000000260,2021,5,0,MPV,2700.0,奥迪,家用,43239.96,品牌D,93.56,30.43,0.066655,0.153966,9.97,0.184412,0,80.26,4334.67,1,1,6362.84
0,29-MAR-23,28-MAR-24,2023,1205,334083.96,9286.62,5000000261,2022,4,0,MPV,1500.0,丰田,家用,10155.21,品牌C,64.66,16.74,0.01709,0.051441,6.98,0.081459,0,0.0,0.0,0,1,8884.74
0,07-JAN-23,07-JAN-24,2023,1203,390921.81,9069.74,5000000262,2016,5,0,MPV,1500.0,奔驰,自用货物,0.0,品牌D,36.14,15.3,0.035537,0.055404,5.18,0.072177,1,44.82,6596.17,0,1,0.0
0,02-FEB-24,01-FEB-25,2024,1202,307253.96,4503.35,5000000263,2022,2,11,客车,4100.0,丰田,商用,0.0,品牌B,68.54,0.0,0.036025,0.250417,9.3,0.061382,0,0.0,0.0,1,1,0.0
1,23-SEP-22,23-SEP-23,2022,1205,316898.61,4875.85,5000000264,2017,4,2,皮卡,5700.0,奥迪,自用货物,5493.13,品牌B,53.68,0.0,0.075493,0.171353,8.4,0.163572,1,52.11,5219.6,1,1,1945.46
0,07-APR-24,07-APR-25,2024,1203,108703.04,1349.52,5000000265,2014,5,0,MPV,1400.0,本田,公务,0.0,品牌C,90.62,99.7,0.115877,0.057949,2.06,0.033037,0,0.0,0.0,0,1,0.0
0,14-APR-23,13-APR-24,2023,1206,163549.35,4279.83,5000000266,2014,7,0,SUV,2900.0,长安,自用货物,30455.05,品牌B,44.32,0.0,0.035097,0.182233,2.16,0.099463,0,49.18,2648.57,0,1,6862.29
1,24-OCT-22,24-OCT-23,2022,1204,202911.42,3297.76,5000000267,2020,2,5,客车,4600.0,比亚迪,商用,0.0,品牌B,45.49,0.0,0.163374,0.261734,5.83,0.076143,1,36.5,6588.68,1,1,0.0
0,02-MAR-24,02-MAR-25,2024,1203,110021.81,2480.98,5000000268,2014,5,0,MPV,1200.0,大众,商用,0.0,品牌D,43.49,97.55,0.076768,0.252994,5.01,0.134211,0,0.0,0.0,1,1,0.0
0,03-NOV-23,02-NOV-24,2023,1206,435715.93,2428.05,5000000269,2019,3,18,客车,5700.0,比亚迪,家用,0.0,品牌A,73.79,0.0,0.003278,0.100344,2.88,0.011415,1,76.54,2999.88,1,1,0.0
0,22-JUL-23,21-JUL-24,2023,1202,399517.91,3016.63,5000000270,2014,4,0,MPV,2400.0,吉利,家用,32113.33,品牌D,34.09,62.8,0.059362,0.266541,8.49,0.08504,0,75.01,6204.48,1,1,5239.32
0,16-FEB-24,15-FEB-25,2024,1206,125551.24,2437.96,5000000271,2024,5,0,MPV,3400.0,比亚迪,公务,39216.3,品牌E,92.92,0.0,0.144966,0.2999,9.35,0.192115,1,75.38,5958.11,1,1,4174.73
1,07-JUL-23,06-JUL-24,2023,1202,314753.02,1927.9,5000000272,2023,3,4,皮卡,2900.0,本田,公务,0.0,品牌A,78.87,0.0,0.083431,0.068437,7.2,0.035098,0,0.0,0.0,1,1,0.0
0,07-FEB-23,07-FEB-24,2023,1203,314113.97,7702.4,5000000273,2018,4,9,客车,3000.0,本田,家用,44396.38,品牌E,51.67,0.0,0.030132,0.193923,0.2,0.157334,0,0.0,0.0,1,1,9703.51
0,06-FEB-23,06-FEB-24,2023,1206,320722.89,3782.43,5000000274,2013,4,3,皮卡,3900.0,宝马,家用,0.0,品牌B,63.11,0.0,0.037218,0.039498,0.89,0.185532,0,0.0,0.0,1,1,0.0
1,11-FEB-23,11-FEB-24,2023,1202,463667.35,5405.33,5000000275,2023,4,0,MPV,2500.0,吉利,租赁,0.0,品牌D,77.1,25.78,0.127298,0.220689,6.16,0.142388,0,0.0,0.0,0,1,0.0
0,26-AUG-23,25-AUG-24,2023,1206,295042.48,3230.78,5000000276,2015,2,11,皮卡,2800.0,丰田,商用,0.0,品牌E,89.19,0.0,0.182543,0.190081,4.66,0.177644,1,50.93,6516.14,1,1,0.0
0,25-OCT-23,24-OCT-24,2023,1203,217913.04,2592.83,5000000277,2015,3,1,货车,4200.0,本田,商用,0.0,品牌B,93.83,0.0,0.018907,0.038067,8.8,0.048312,0,0.0,0.0,1,1,0.0
0,11-JUL-23,10-JUL-24,2023,1202,404868.36,8691.63,5000000278,2013,4,17,货车,4900.0,别克,家用,0.0,品牌A,40.68,0.0,0.129761,0.125773,1.87,0.059267,0,0.0,0.0,0,1,0.0
1,03-MAY-23,02-MAY-24,2023,1206,424532.38,6410.71,5000000279,2016,4,16,货车,3700.0,比亚迪,公务,36906.02,品牌E,92.37,0.0,0.19457,0.003923,8.4,0.102156,0,0.0,0.0,1,1,18164.69
1,07-JAN-24,06-JAN-25,2024,1201,359147.6,10411.12,5000000280,2016,7,0,SUV,3300.0,奔驰,家用,0.0,品牌A,52.28,0.0,0.058771,0.16317,6.33,0.192919,0,70.97,3834.23,1,1,0.0
1,08-FEB-24,07-FEB-25,2024,1203,143590.49,4047.32,5000000281,2024,5,0,轿车,2800.0,别克,商用,0.0,品牌E,87.11,0.0,0.124806,0.215068,2.19,0.101623,0,0.0,0.0,0,1,0.0
0,25-NOV-23,24-NOV-24,2023,1206,243291.83,2247.9,5000000282,2019,5,0,SUV,2000.0,大众,公务,0.0,品牌A,61.87,0.0,0.028473,0.078311,4.39,0.026842,0,0.0,0.0,0,1,0.0
1,24-DEC-23,23-DEC-24,2023,1203,98366.81,996.92,5000000283,2013,5,0,SUV,1400.0,吉利,商用,0.0,品牌D,77.88,59.69,0.148882,0.213717,9.23,0.09496,0,89.6,2325.84,0,1,0.0
0,31-OCT-22,31-OCT-23,2022,1205,258577.24,6867.39,5000000284,2016,4,0,MPV,1900.0,别克,自用货物,0.0,品牌E,37.71,0.0,0.122264,0.233221,2.58,0.094616,1,47.64,5114.61,1,1,0.0
0,22-SEP-23,21-SEP-24,2023,1205,282675.99,3097.74,5000000285,2020,7,0,SUV,3400.0,别克,公务,0.0,品牌C,37.36,41.17,0.083212,0.266675,8.04,0.028329,0,0.0,0.0,1,1,0.0
1,16-SEP-22,16-SEP-23,2022,1203,68537.45,1034.35,5000000286,2020,5,0,MPV,2000.0,长安,公务,0.0,品牌D,54.49,52.12,0.118109,0.295223,1.45,0.140852,0,0.0,0.0,0,1,0.0
1,11-FEB-23,11-FEB-24,2023,1204,137456.91,1065.24,5000000287,2018,3,10,皮卡,5600.0,比亚迪,自用货物,28219.82,品牌E,73.0,0.0,0.079477,0.264383,5.35,0.163644,0,0.0,0.0,0,1,18609.61
1,31-AUG-23,30-AUG-24,2023,1202,58294.1,1076.92,5000000288,2017,7,0,SUV,2900.0,奔驰,自用货物,0.0,品牌B,73.33,0.0,0.151755,0.128144,9.07,0.113461,0,0.0,0.0,1,1,0.0
1,11-JAN-23,11-JAN-24,2023,1202,142621.64,4055.0,5000000289,2017,4,9,客车,5500.0,比亚迪,自用货物,0.0,品牌B,35.68,0.0,0.075037,0.271146,8.91,0.092823,1,30.06,1904.73,0,1,0.0
0,19-MAY-22,19-MAY-23,2022,1205,80725.81,1298.72,5000000290,2013,7,0,MPV,2400.0,比亚迪,自用货物,0.0,品牌B,89.27,0.0,0.065132,0.16074,3.35,0.11235,1,69.19,5713.73,1,1,0.0
0,04-APR-24,04-APR-25,2024,1206,97569.88,2738.79,5000000291,2017,4,0,轿车,2000.0,丰田,租赁,0.0,品牌C,36.74,20.97,0.062711,0.127914,1.98,0.009223,0,0.0,0.0,1,1,0.0
0,06-JUL-23,05-JUL-24,2023,1204,277097.17,6935.93,5000000292,2017,4,0,MPV,1700.0,宝马,自用货物,0.0,品牌C,33.72,98.24,0.045472,0.291055,5.18,0.069918,0,0.0,0.0,1,1,0.0
0,05-OCT-22,05-OCT-23,2022,1201,111129.58,664.92,5000000293,2018,5,0,轿车,2000.0,别克,自用货物,0.0,品牌C,44.48,95.43,0.030076,0.027669,8.54,0.080521,0,0.0,0.0,1,1,0.0
1,25-JUN-23,24-JUN-24,2023,1204,188039.24,2180.07,5000000294,2013,4,0,轿车,2300.0,奔驰,家用,8269.6,品牌D,96.7,55.43,0.163805,0.26538,0.21,0.182339,0,67.01,3528.53,0,1,1162.7
1,31-MAY-23,30-MAY-24,2023,1206,186082.94,3939.46,5000000295,2014,4,0,轿车,1100.0,别克,自用货物,0.0,品牌C,77.02,96.57,0.079123,0.254525,3.7,0.162271,0,47.73,4394.07,1,1,0.0
1,08-JUN-23,07-JUN-24,2023,1205,302776.03,7625.26,5000000296,2022,4,5,皮卡,4900.0,丰田,租赁,0.0,品牌C,81.36,53.59,0.033808,0.247537,0.61,0.010796,0,89.96,2348.88,0,1,0.0
0,13-MAY-24,13-MAY-25,2024,1202,418873.63,5850.57,5000000297,2024,7,0,SUV,1200.0,本田,公务,19197.68,品牌D,77.86,44.2,0.036103,0.040011,5.88,0.016054,0,0.0,0.0,1,1,10509.26
1,08-JUL-23,07-JUL-24,2023,1201,233547.22,1900.72,5000000298,2023,7,0,SUV,1200.0,长安,自用货物,0.0,品牌D,70.93,35.52,0.062939,0.247736,5.5,0.102261,0,72.21,3540.41,1,1,0.0
1,06-MAY-24,06-MAY-25,2024,1203,434727.64,5102.55,5000000299,2023,5,0,SUV,2400.0,吉利,公务,0.0,品牌A,42.05,0.0,0.08493,0.160263,4.05,0.059186,0,58.47,5885.37,1,1,0.0
0,02-DEC-22,02-DEC-23,2022,1204,340782.76,7564.75,5000000300,2016,3,6,皮卡,3600.0,丰田,租赁,0.0,品牌D,57.79,54.38,0.181519,0.283458,2.89,0.048611,0,54.57,3832.7,1,1,0.0
1,28-JAN-23,28-JAN-24,2023,1204,335013.35,6243.15,5000000301,2014,4,5,货车,5900.0,宝马,公务,0.0,品牌C,41.78,10.9,0.006338,0.072789,5.74,0.179099,0,63.92,5811.55,0,1,0.0
1,01-DEC-23,30-NOV-24,2023,1204,194519.98,3391.07,5000000302,2017,2,12,皮卡,2500.0,比亚迪,商用,0.0,品牌B,98.41,0.0,0.103645,0.096952,9.77,0.006852,0,78.94,3540.64,1,1,0.0
1,21-FEB-23,21-FEB-24,2023,1206,302671.38,7405.5,5000000303,2016,3,15,货车,3900.0,本田,租赁,24572.34,品牌E,87.8,0.0,0.051905,0.052594,7.46,0.111294,0,67.32,6427.14,0,1,12166.52
1,01-SEP-22,01-SEP-23,2022,1206,103411.81,1369.97,5000000304,2012,5,0,轿车,3500.0,奥迪,家用,16027.02,品牌D,38.78,87.17,0.033044,0.013948,7.26,0.138067,0,0.0,0.0,1,1,18266.53
0,06-JAN-23,06-JAN-24,2023,1203,255573.64,3522.44,5000000305,2018,3,11,货车,3400.0,别克,自用货物,1076.08,品牌E,99.56,0.0,0.04013,0.203683,7.14,0.041109,0,0.0,0.0,1,1,8203.05
1,20-SEP-22,20-SEP-23,2022,1202,163152.82,1163.53,5000000306,2017,7,0,MPV,3000.0,本田,家用,36705.86,品牌A,62.38,0.0,0.076014,0.292909,8.86,0.166264,0,0.0,0.0,1,1,19862.77
0,06-APR-23,05-APR-24,2023,1206,395331.79,11251.5,5000000307,2016,4,7,皮卡,5100.0,丰田,公务,0.0,品牌A,35.17,0.0,0.132016,0.129106,6.62,0.151666,0,0.0,0.0,1,1,0.0
1,01-JAN-23,01-JAN-24,2023,1201,338842.32,7556.33,5000000308,2017,4,9,皮卡,4700.0,奥迪,家用,46902.86,品牌C,52.03,27.67,0.024663,0.002813,7.01,0.094259,1,34.18,4184.07,1,1,19076.66
1,27-OCT-22,27-OCT-23,2022,1203,93252.09,1226.63,5000000309,2014,3,11,皮卡,5100.0,本田,商用,26920.5,品牌B,58.71,0.0,0.042982,0.205156,7.7,0.112162,0,0.0,0.0,0,1,19715.16
1,13-MAR-24,13-MAR-25,2024,1204,81710.8,491.07,5000000310,2020,3,10,客车,2600.0,奥迪,自用货物,0.0,品牌E,62.05,0.0,0.127365,0.136032,4.29,0.060849,1,79.53,6021.46,0,1,0.0
1,15-NOV-23,14-NOV-24,2023,1206,158761.1,4679.22,5000000311,2016,3,11,货车,5000.0,本田,自用货物,0.0,品牌C,66.54,71.98,0.119309,0.016159,5.83,0.116671,1,63.97,3367.22,0,1,0.0
1,01-DEC-22,01-DEC-23,2022,1205,292916.39,3258.84,5000000312,2020,4,1,客车,3500.0,宝马,自用货物,0.0,品牌D,72.76,18.35,0.017898,0.230316,3.19,0.001107,0,82.51,2733.51,0,1,0.0
1,24-SEP-23,23-SEP-24,2023,1201,297658.37,2293.19,5000000313,2014,4,4,货车,3000.0,本田,公务,0.0,品牌E,34.83,0.0,0.102892,0.176895,3.09,0.197161,0,0.0,0.0,0,1,0.0
1,22-AUG-23,21-AUG-24,2023,1201,485196.27,3932.67,5000000314,2020,3,10,皮卡,5400.0,大众,商用,0.0,品牌B,98.97,0.0,0.175299,0.273615,1.92,0.120901,1,74.18,3620.16,0,1,0.0
0,11-MAY-23,10-MAY-24,2023,1205,458997.26,5339.33,5000000315,2020,2,2,皮卡,5800.0,奔驰,商用,47912.28,品牌D,71.06,33.36,0.178349,0.013867,8.4,0.054205,0,0.0,0.0,0,1,14375.48
0,15-OCT-22,15-OCT-23,2022,1203,62252.71,757.36,5000000316,2012,5,0,MPV,3200.0,大众,公务,0.0,品牌B,47.93,0.0,0.184906,0.274045,5.81,0.07462,0,69.07,5833.01,0,1,0.0
1,15-JUL-22,15-JUL-23,2022,1202,484571.71,13753.59,5000000317,2015,5,0,SUV,2800.0,丰田,租赁,0.0,品牌D,88.39,82.56,0.071253,0.226504,0.53,0.063296,1,51.99,6363.27,1,1,0.0
1,30-DEC-22,30-DEC-23,2022,1203,98650.59,1618.21,5000000318,2021,3,7,客车,5400.0,长安,租赁,36346.13,品牌E,95.55,0.0,0.144467,0.107444,0.02,0.143576,0,0.0,0.0,0,1,9499.87
1,16-NOV-23,15-NOV-24,2023,1202,89307.01,1518.45,5000000319,2019,3,6,皮卡,4300.0,吉利,自用货物,0.0,品牌E,73.45,0.0,0.083947,0.097186,4.86,0.19533,0,0.0,0.0,1,1,0.0
0,27-NOV-23,26-NOV-24,2023,1204,381692.89,10079.46,5000000320,2021,4,0,轿车,2100.0,宝马,租赁,0.0,品牌C,92.51,66.84,0.036489,0.25513,9.54,0.122693,1,75.16,5597.02,1,1,0.0
1,17-MAR-23,16-MAR-24,2023,1204,440736.66,5427.32,5000000321,2022,3,11,货车,2800.0,比亚迪,租赁,0.0,品牌D,88.51,13.82,0.162449,0.050945,4.41,0.14839,0,58.59,4547.62,1,1,0.0
1,17-JUN-23,16-JUN-24,2023,1202,71323.65,484.77,5000000322,2017,4,17,货车,5900.0,比亚迪,租赁,0.0,品牌E,69.67,0.0,0.175783,0.198832,8.63,0.118509,0,53.4,5444.88,0,1,0.0
1,03-JUN-23,02-JUN-24,2023,1205,474159.2,13706.2,5000000323,2013,4,18,货车,5700.0,大众,自用货物,0.0,品牌E,30.96,0.0,0.163043,0.207974,7.35,0.097611,0,0.0,0.0,1,1,0.0
0,05-MAR-23,04-MAR-24,2023,1204,393954.37,2165.54,5000000324,2016,3,20,皮卡,2500.0,长安,自用货物,0.0,品牌E,68.31,0.0,0.163787,0.158528,8.15,0.009396,1,39.05,5439.75,0,1,0.0
0,25-SEP-23,24-SEP-24,2023,1205,84675.07,592.94,5000000325,2014,3,3,货车,5000.0,别克,公务,19987.11,品牌E,73.11,0.0,0.067971,0.118967,7.98,0.150266,1,34.3,3346.91,0,1,16742.87
1,26-NOV-23,25-NOV-24,2023,1204,464568.63,6041.47,5000000326,2022,4,1,货车,5900.0,吉利,商用,0.0,品牌A,39.88,0.0,0.100795,0.028975,8.52,0.042574,0,0.0,0.0,0,1,0.0
0,16-MAY-23,15-MAY-24,2023,1201,64675.98,909.54,5000000327,2016,5,0,轿车,1600.0,奔驰,商用,3284.24,品牌C,57.47,38.45,0.030702,0.166452,4.77,0.02832,0,70.11,2050.26,1,1,12185.83
1,12-MAY-23,11-MAY-24,2023,1201,311018.8,8616.43,5000000328,2016,3,9,客车,5800.0,比亚迪,家用,0.0,品牌E,91.44,0.0,0.103591,0.262015,6.52,0.069895,0,0.0,0.0,1,1,0.0
1,29-DEC-23,28-DEC-24,2023,1205,222306.47,3527.98,5000000329,2015,4,0,轿车,2800.0,长安,公务,0.0,品牌E,30.04,0.0,0.173715,0.01666,6.85,0.035389,1,59.28,4299.42,0,1,0.0
1,18-JAN-24,17-JAN-25,2024,1201,56318.68,1375.81,5000000330,2022,4,18,皮卡,3000.0,大众,家用,19169.08,品牌D,37.11,66.44,0.049148,0.273879,4.82,0.132503,0,61.85,4593.58,0,1,16540.06
0,21-MAY-22,21-MAY-23,2022,1202,235609.72,6525.23,5000000331,2014,5,0,SUV,3200.0,大众,商用,0.0,品牌A,44.21,0.0,0.111291,0.060757,3.53,0.198414,0,42.56,6828.07,0,1,0.0
1,27-OCT-23,26-OCT-24,2023,1201,358716.72,6071.36,5000000332,2015,7,0,MPV,1100.0,长安,租赁,36260.25,品牌B,34.03,0.0,0.000418,0.085406,3.81,0.02819,0,39.23,5445.49,1,1,16066.52
1,03-OCT-22,03-OCT-23,2022,1202,394277.8,5454.58,5000000333,2012,3,12,货车,4500.0,别克,租赁,19024.67,品牌E,53.98,0.0,0.04989,0.126778,4.16,0.009921,0,0.0,0.0,0,1,7533.48
0,04-JUN-23,03-JUN-24,2023,1201,182800.29,3975.21,5000000334,2023,7,0,轿车,2700.0,吉利,公务,0.0,品牌A,99.37,0.0,0.077064,0.228336,1.17,0.061601,0,0.0,0.0,1,1,0.0
1,03-OCT-23,02-OCT-24,2023,1203,227886.01,2465.34,5000000335,2015,4,0,轿车,2300.0,奥迪,租赁,0.0,品牌E,31.14,0.0,0.026282,0.237099,5.37,0.118327,0,0.0,0.0,0,1,0.0
1,27-JUN-22,27-JUN-23,2022,1205,323435.13,3084.45,5000000336,2019,3,19,客车,4800.0,宝马,家用,0.0,品牌D,93.03,83.84,0.100225,0.19636,9.12,0.142298,0,0.0,0.0,0,1,0.0
0,18-SEP-22,18-SEP-23,2022,1206,123529.73,3678.95,5000000337,2016,7,0,SUV,2100.0,丰田,自用货物,0.0,品牌B,88.07,0.0,0.108776,0.2948,8.52,0.131415,0,58.21,6877.51,0,1,0.0
1,31-JAN-23,31-JAN-24,2023,1202,84650.92,1317.36,5000000338,2019,2,9,客车,4800.0,奥迪,租赁,0.0,品牌A,92.27,0.0,0.082682,0.224209,1.6,0.101123,0,59.33,6934.56,0,1,0.0
1,03-DEC-23,02-DEC-24,2023,1203,158594.44,2938.58,5000000339,2020,7,0,轿车,2100.0,奥迪,商用,0.0,品牌A,41.54,0.0,0.196229,0.177223,2.07,0.092234,0,0.0,0.0,0,1,0.0
1,11-MAY-23,10-MAY-24,2023,1204,67520.16,1914.03,5000000340,2017,3,7,皮卡,3400.0,吉利,公务,0.0,品牌C,54.67,12.2,0.083472,0.214358,4.18,0.190171,0,0.0,0.0,1,1,0.0
1,15-APR-24,15-APR-25,2024,1206,96309.34,657.97,5000000341,2023,2,19,皮卡,4800.0,吉利,自用货物,35241.05,品牌A,38.33,0.0,0.059298,0.259188,2.94,0.041376,1,69.09,4841.86,0,1,15534.59
1,05-MAR-23,04-MAR-24,2023,1202,380991.1,2794.29,5000000342,2021,3,6,货车,4600.0,奔驰,租赁,0.0,品牌C,42.22,41.76,0.178613,0.114513,7.88,0.071402,1,74.6,6763.37,0,1,0.0
0,29-APR-23,28-APR-24,2023,1206,382421.53,7422.78,5000000343,2014,7,0,SUV,3500.0,奔驰,租赁,0.0,品牌C,88.73,80.32,0.037415,0.207883,5.76,0.100097,0,72.36,2971.58,0,1,0.0
1,20-MAR-24,20-MAR-25,2024,1202,267212.51,5327.67,5000000344,2015,3,17,皮卡,5900.0,大众,家用,0.0,品牌A,33.55,0.0,0.194145,0.073408,3.33,0.169148,0,61.52,4981.59,1,1,0.0
1,11-SEP-22,11-SEP-23,2022,1206,386469.28,4627.08,5000000345,2012,5,0,MPV,1700.0,比亚迪,公务,0.0,品牌D,30.62,95.33,0.021126,0.07354,9.24,0.085658,0,77.66,4003.11,0,1,0.0
0,11-APR-23,10-APR-24,2023,1201,366943.35,8022.17,5000000346,2016,7,0,轿车,3500.0,比亚迪,自用货物,0.0,品牌A,37.51,0.0,0.020172,0.091402,9.78,0.067775,0,0.0,0.0,1,1,0.0
